id,sexo,edad,edad_r,hab,prov,ccaa,hijos,edu,cs,p1,p2,p3,p4_1,p4_2,p4_3,p4_4,p4_5,p4_6,p4_7,p4_8,p4_9,p4_10,p5,p6,p7a_1,p7a_2,p7a_3,p7a_4,p7a_5,p7a_6,p7a_7,p7a_8,p7b_1,p7b_2,p7b_3,p7b_4,p7b_5,p7b_6,p7b_7,p7b_8,p7b_9,p8_1,p8_2,p8_3,p8_4,p8_5,p8_6,p8_7,p8_8,p9,p10_1,p10_2,p10_3,p10_4,p10_5,p10_6,p11_1,p11_2,p11_3,p11_4,p11_5,p11_6,p11_7,p11_8,p11_9,p11_10,p11_11,p11_12,p12_1,p12_2,p12_3,p13_1,p13_2,p13_3,p14_1,p14_2,p14_3,p14_4,p14_5,p15_1,p15_2,p15_3,p16_1,p16_2,p16_3,p16_4,p16_5,p16_6,p16_7,p16_8,p16_9,p17_1,p17_2,p17_3,p17_4,p17_5,p17_6,p17_7,p17_8,p17_9,p17_10,p17_11,p17_12,p17_13,p17_14,p17_15,p17_16,p17_17,p17_18,p18_1,p18_2,p18_3,p18_4,p18_5,p18_6,p18_7,p18_8,p18_9,p18_10,p18_11,p18_12,p18_13,p18_14,p19,p20_1,p20_2,p20_3,p20_4,p20_5,p20_6,p20_7,p20_8,p20_9,p21_1,p21_2,p21_3,p21_4,p21_5,p21_6,p21_7,p21_8,p22,p22_titulo,p22_autor,p23_1,p23_2,p23_3,p23_4,p23_5,p23_6,p23_7,p23_8,p23_9,p23_10,p24_1,p24_2,p24_3,p24_4,p24_5,p24_6,p24_7,p24_8,p24_9,p24_10,p24_11,p24_12,p24_13,p25a_1,p25a_2,p25a_3,p25a_4,p25a_5,p25a_6,p25a_7,p25a_8,p25a_9,p25a_10,p25a_11,p25a_12,p25a_13,p25a_14,p25a_15,p25a_16,p25a_17,p25b_1,p25b_2,p25b_3,p25b_4,p25b_5,p25b_6,p25b_7,p25b_8,p25b_9,p25b_10,p25b_11,p25b_12,p25b_13,p25b_14,p25b_15,p25b_16,p25b_17,p25b_18,p25b_19,p25b_20,p25b_21,p25c,p26,p26_titulo,p26_autor,p27,p27_titulo,p27_autor,p28,p29,p30,gen_r,gen_sex,hab_r,clase_social_r,situacion_laboral_r,educacion_r,ponde
267.0,Hombre,70.0,65+,100.001 - 500.000,Bizkaia,País Vasco,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Ahorro/se ahorra un poco de dinero cada mes,EAJ – PNV (Euzko Alderdi Jeltzalea – Partido Nacionalista Vasco),5,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Alguna vez al trimestre,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo más libros ahora,Selected,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"Si, siempre","Si, siempre","Si, a veces","Si, a veces","Si, siempre","Si, siempre","Si, siempre","Si, a veces",Más 200 libros y hasta 500,A menudo,A menudo,Algunas veces,Algunas veces,A menudo,Casi nunca,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,Los leo siempre en la lengua original,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre en la lengua original,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 2 horas,Más de 2 horas,Con frecuencia,Casi nunca,Nunca,Algunas veces,Casi nunca,Nunca,Con frecuencia,Nunca,Casi nunca,Bastante,Mucho,Mucho,Bastante,Poco,Bastante,Poco,Mucho,Bastante,Poco,Poco,Mucho,Bastante,Bastante,Poco,Poco,Poco,Poco,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Poco,Bastante,Mucho,Poco,Bastante,Mucho,Bastante,Bastante,Sí,El ingenioso hidalgo Don Quijote de la Mancha,Miguel de Cervantes,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Depende del tema,Sí,Quiero y no puedo,Raquel Peláez,No suelo regalar libros,,,Mario Vargas Llosa,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.1423153571599345
268.0,Mujer,74.0,65+,500.000+,Madrid,"Madrid, Comunidad de",No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)	",A2,Ahorro/se ahorra un poco de dinero cada mes,PSOE (Partido Socialista Obrero Español),5,Todos o casi todos los días,Todos o casi todos los días,Nunca,Tres o cuatro veces por semana,Alguna vez al trimestre,Alguna vez al mes,Nunca,Alguna vez al mes,Nunca,Todos o casi todos los días,Entre 7 y 10,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"Si, a veces",No lo recuerdo,"No, nunca","Si, a veces","Si, a veces",No lo recuerdo,"Si, a veces","Si, a veces",Más de 500,Siempre,Nunca,Nunca,Casi nunca,Casi nunca,Algunas veces,Sí,No,No,No,No,No,No,No,No,No,Sí,No,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,15 minutos o menos,Siempre,Nunca,Casi nunca,Algunas veces,Con frecuencia,Nunca,Nunca,Nunca,Nunca,Bastante,Bastante,Mucho,Poco,Poco,Bastante,Poco,Nada,Poco,Nada,Nada,Mucho,Bastante,Poco,Nada,Poco,Bastante,Nada,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Poco,Poco,Bastante,Poco,Bastante,Mucho,Nada,Bastante,Sí,Otra nacionalidad no española ni latinoamericana,Otra nacionalidad no española ni latinoamericana,,,,,,,,,,,No,Sí,No,No,No,No,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,No,Sí,Sí,No,No,No,No,No,Sí,No,No,Si,Si,Si,No,Si,Si,No,No,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,Gabriel García Márquez,"No, prefiero dedicar mi tiempo libre a otras actividades",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Pensionista,"Segundo grado, primer ciclo y menos",0.7710632795141059
269.0,Hombre,65.0,65+,< 10.000,Córdoba,Andalucía,No convivo con ningún/a hijo/a,"Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)	",E1,He tenido/se ha tenido que echar mano del ahorro,PSOE (Partido Socialista Obrero Español),5,Tres o cuatro veces por semana,Todos o casi todos los días,Una o dos veces por semana,Una o dos veces por semana,Todos o casi todos los días,Casi nunca,Nunca,Nunca,Todos o casi todos los días,Tres o cuatro veces por semana,Entre 2 y 3,Leo más libros ahora,Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","No, nunca","No, nunca","No, nunca","Si, a veces","Si, a veces","No, nunca","No, nunca",Más de 50 y hasta 100,A menudo,A menudo,Siempre,A menudo,A menudo,Casi nunca,Sí,No,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Con frecuencia,Algunas veces,Nunca,Nunca,Nunca,Casi nunca,Siempre,Nunca,Algunas veces,Bastante,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,Mucho,Mucho,Bastante,Mucho,Mucho,Mucho,Bastante,Poco,Mucho,Bastante,Mucho,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Selected,Selected,Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Mucho,Bastante,Poco,Poco,Bastante,Nada,Mucho,,,,,,,,,,,,,,Sí,Sí,No,Sí,Sí,No,Sí,Sí,No,No,No,No,No,Sí,Sí,No,Sí,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Si,Si,Si,No,No,Si,Si,No,No,Si,Si,No,Si,No,Si,Si,Si,Si,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,Si,,Sonsoles Ónega ,Arturo Pérez-Reverte,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Menos de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",1.3806839580587915
270.0,Mujer,65.0,65+,500.000+,Sevilla,Andalucía,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)	",E1,Llego/se llega justo a final de mes,PSOE (Partido Socialista Obrero Español),2,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Una o dos veces por semana,Casi nunca,Tres o cuatro veces por semana,Casi nunca,Casi nunca,Alguna vez al mes,Todos o casi todos los días,Entre 2 y 3,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,,,,,,,,,,"No, nunca","No, nunca","No, nunca","Si, a veces","Si, a veces","Si, a veces","Si, a veces","Si, a veces",Más de 100 y hasta 200,Siempre,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Casi nunca,Sí,Sí,Sí,Sí,No,Sí,Sí,No,No,Sí,No,No,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Selected,Selected,Not Selected,Not Selected,Selected,Selected,Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Casi nunca,Nunca,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Casi nunca,Casi nunca,Bastante,Bastante,Bastante,Bastante,Bastante,Poco,Poco,Poco,Bastante,Bastante,Bastante,Mucho,Bastante,Bastante,Poco,Poco,Bastante,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Nada,Mucho,Bastante,Nada,Poco,Mucho,Poco,Bastante,,,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Si,Si,No,No,Si,Si,No,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,Depende del tema,No,,,No suelo regalar libros,,,Mónica Carrillo,"No, ya dedico el tiempo que quiero a leer",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, primer ciclo y menos",1.032033973792271
271.0,Mujer,70.0,65+,50.001 - 100.000,Ávila,Castilla y León,No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Ahorro/se ahorra un poco de dinero cada mes,PSOE (Partido Socialista Obrero Español),5,Tres o cuatro veces por semana,Todos o casi todos los días,Alguna vez al mes,Todos o casi todos los días,Una o dos veces por semana,Nunca,Nunca,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Casi nunca,Entre 4 y 6,Leo más libros ahora,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,,,,,,,,,,"Si, a veces","Si, a veces","Si, a veces","No, nunca","Si, a veces","Si, a veces","Si, siempre","Si, a veces",Más de 50 y hasta 100,A menudo,A menudo,Casi nunca,Casi nunca,Casi nunca,Casi nunca,No,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,Sí,Los leo siempre en la lengua original,Los leo siempre traducidos al castellano,No suelo leer libros que no estén escritos originalmente en castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Algunas veces,Nunca,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Nunca,Nunca,Bastante,Poco,Bastante,Bastante,Bastante,Nada,Poco,Poco,Poco,Poco,Bastante,Bastante,Bastante,Poco,Bastante,Poco,Bastante,Nada,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Mucho,Mucho,Bastante,Bastante,Bastante,Nada,Bastante,No,,,,,,,,,,,,,No,No,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,No,Sí,Sí,No,Sí,No,No,Sí,Sí,Sí,No,No,Sí,Sí,Sí,Sí,Sí,No,Si,Si,No,No,No,Si,No,Si,No,Si,Si,No,No,No,No,Si,No,Si,Si,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,No especifica,No especifica,Si,"Se menciona autor/a, no obra","Se menciona autor/a, no obra",No especifica,"No, ya dedico el tiempo que quiero a leer",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Pensionista,"Segundo grado, segundo ciclo",1.4349399023854257
272.0,Mujer,68.0,65+,50.001 - 100.000,León,Castilla y León,"Sí, con uno/a de 18 años o más",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,C,Ahorro/se ahorra un poco de dinero cada mes,PP (Partido Popular),5,Todos o casi todos los días,Casi nunca,Alguna vez al mes,Todos o casi todos los días,Alguna vez al mes,Todos o casi todos los días,Nunca,Una o dos veces por semana,Una o dos veces por semana,Tres o cuatro veces por semana,Entre 2 y 3,Leo menos libros ahora,,,,,,,,,Not Selected,Not Selected,Selected,,Not Selected,Selected,Selected,Not Selected,Not Selected,"No, nunca","No, nunca","Si, a veces","No, nunca","No, nunca","No, nunca","No, nunca","No, nunca",Más de 50 y hasta 100,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,No,No,No,No,No,No,No,No,Sí,No,No,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Casi nunca,Nunca,Nunca,Poco,Poco,Poco,Bastante,Bastante,Nada,Nada,Nada,Bastante,Poco,Poco,Mucho,Poco,Poco,Poco,Bastante,Nada,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Poco,Poco,Nada,Poco,Poco,Nada,,,,,,,,,,,,,,No,No,Sí,No,Sí,No,Sí,No,No,No,No,No,No,Sí,No,No,Sí,No,No,No,No,Sí,No,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,No suelo regalar libros,,,No especifica,"Si, me gustaría leer un poco más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Media,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",1.116465201634461
273.0,Hombre,72.0,65+,500.000+,Sevilla,Andalucía,"Sí, con uno/a de 18 años o más","Segundo Grado - 1º Ciclo (Graduado escolar, o EGB 2ª etapa, o 1º y 2º de ESO, hasta los 14 años)	",E1,Llego/se llega justo a final de mes,PSOE (Partido Socialista Obrero Español),3,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Tres o cuatro veces por semana,Tres o cuatro veces por semana,Todos o casi todos los días,Entre 11 y 15,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, a veces","Si, a veces","Si, siempre","Si, a veces","Si, siempre","Si, siempre","Si, siempre","Si, a veces",Entre 10 y 50,A menudo,Algunas veces,Algunas veces,Siempre,A menudo,Algunas veces,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,No,Sí,No,Los leo siempre en la lengua original,Los leo siempre traducidos al castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Más de 1 hora y hasta 2 horas,Siempre,Con frecuencia,Nunca,Algunas veces,Algunas veces,Casi nunca,Algunas veces,Algunas veces,Algunas veces,Mucho,Mucho,Mucho,Bastante,Bastante,Poco,Poco,Bastante,Bastante,Poco,Bastante,Bastante,Mucho,Mucho,Bastante,Bastante,Bastante,Mucho,Selected,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Sí,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Nada,Bastante,Bastante,Bastante,Mucho,Mucho,Bastante,Mucho,No,,,,,,,,,,,,,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,No,No,Sí,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,No,Sí,No,Sí,Sí,No,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,Si,No,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,"Se menciona autor/a, no obra","Se menciona autor/a, no obra",No suelo regalar libros,,,Elvira lindo,"Si, me gustaría leer un poco más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Hombre [Baby Boomers - Silent Generation],Más de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, primer ciclo y menos",1.0454686883411584
274.0,Mujer,71.0,65+,20.001 - 50.000,"Balears, Illes","Balears, Illes","Sí, con uno/a de 18 años o más","Licenciatura, Grado - 2º Ciclo (Universitarios, Licenciados superiores, Facultades, Escuelas técnicas superiores, etc.",A1,Llego/se llega justo a final de mes,PSOE (Partido Socialista Obrero Español),2,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Nunca,Nunca,Nunca,Nunca,Todos o casi todos los días,Tres o cuatro veces por semana,Entre 4 y 6,Leo menos libros ahora,,,,,,,,,Selected,Not Selected,,,Not Selected,Selected,Selected,Not Selected,Not Selected,"Si, siempre","No, nunca","Si, siempre","Si, siempre","Si, siempre","No, nunca","Si, siempre","Si, siempre",Más 200 libros y hasta 500,Siempre,Nunca,Nunca,Nunca,Nunca,Nunca,Sí,Sí,No,No,No,No,Sí,Sí,No,Sí,No,No,Los leo algunas veces en la lengua original,No suelo leer libros que no estén escritos originalmente en castellano,Los leo siempre traducidos al castellano,Selected,Not Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Selected,Más de 30 minutos y hasta 1 hora,Más de 1 hora y hasta 2 horas,Más de 2 horas,Siempre,Casi nunca,Nunca,Algunas veces,Algunas veces,Nunca,Nunca,Nunca,Nunca,Bastante,Mucho,Bastante,Mucho,Mucho,Poco,Nada,Nada,Mucho,Poco,Mucho,Bastante,Mucho,Mucho,Bastante,Poco,Bastante,Bastante,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Selected,Not Selected,Not Selected,Sí,Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Mucho,Mucho,Poco,Poco,Mucho,Poco,Mucho,,,,,,,,,,,,,,No,No,No,No,Sí,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,Sí,Sí,No,No,No,Sí,No,Sí,Sí,No,Sí,Sí,Sí,No,No,Si,Si,Si,Si,No,No,Si,No,Si,Si,Si,No,Si,Si,No,Si,No,Si,No,Si,Si,Depende del tema,Sí,La tía Tula,Miguel de Unamuno,Si,El ingenioso hidalgo Don Quijote de la Mancha,Miguel de Cervantes,Francisco Ayala,"Si, me gustaría leer mucho más","No pertenezco a ningún grupo o club de lectura actualmente, pero me gustaría",Baby Boomers - Silent Generation,Mujer [Baby Boomers - Silent Generation],Más de 10.000,Alta / Media Alta,Pensionista,"Tercer grado, segundo ciclo y más",1.5219350986130888
275.0,Mujer,53.0,45-54,< 10.000,"Rioja, La","Rioja, La",No convivo con ningún/a hijo/a,Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,E1,He tenido/se ha tenido que echar mano del ahorro,No voté,No lo sé,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Una o dos veces por semana,Alguna vez al mes,Todos o casi todos los días,Tres o cuatro veces por semana,Todos o casi todos los días,Una o dos veces por semana,Todos o casi todos los días,Entre 2 y 3,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,"Si, siempre","No, nunca","Si, siempre","Si, siempre","Si, siempre","Si, a veces","Si, siempre","Si, siempre",Entre 10 y 50,Siempre,Algunas veces,Algunas veces,A menudo,Siempre,A menudo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,Sí,Sí,Los leo siempre en la lengua original,Los leo siempre en la lengua original,Los leo siempre en la lengua original,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Más de 15 minutos y hasta 30 minutos,Siempre,Algunas veces,Casi nunca,Con frecuencia,Casi nunca,Algunas veces,Siempre,Casi nunca,Algunas veces,Poco,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,Poco,Nada,Bastante,Poco,Bastante,Poco,Poco,Nada,Poco,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Poco,Poco,Poco,Poco,Nada,Poco,Poco,Poco,,,,,,,,,,,,,,Sí,No,No,No,No,No,Sí,Sí,Sí,No,No,No,Sí,Sí,No,No,Sí,Sí,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,No,Sí,No,Si,Si,No,No,Si,Si,No,No,No,Si,No,Si,No,Si,No,Si,Si,No,No,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",No,,,"Regalo libros, pero ninguno de autores/as españoles/as",,,No especifica,"Si, me gustaría leer mucho más",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Mujer [Generacion X],Menos de 10.000,Media baja / Baja,Trabajo del hogar no remunerado,"Segundo grado, segundo ciclo",1.1498668143484465
276.0,Hombre,55.0,55-64,50.001 - 100.000,Jaén,Andalucía,"Sí, con uno/a de 13 a 17 años",Segundo Grado  2ª Ciclo FP Iº y IIº Bachiller superior BUP 3º y 4º de ESO COU PREU 1º y 2º Bachillerato hasta los,D,Ahorro/se ahorra un poco de dinero cada mes,PP (Partido Popular),9,Alguna vez al mes,Todos o casi todos los días,Todos o casi todos los días,Todos o casi todos los días,Una o dos veces por semana,Tres o cuatro veces por semana,Una o dos veces por semana,Tres o cuatro veces por semana,Todos o casi todos los días,Todos o casi todos los días,Entre 4 y 6,Leo la misma cantidad de libros,,,,,,,,,,,,,,,,,,No lo recuerdo,"Si, siempre","No, nunca","Si, a veces","Si, siempre","Si, siempre","Si, siempre","No, nunca",Entre 10 y 50,Casi nunca,Siempre,Algunas veces,Casi nunca,Algunas veces,A menudo,Sí,Sí,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,Sí,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,No suelo leer libros que no estén escritos originalmente en castellano,Not Selected,Selected,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,15 minutos o menos,Más de 30 minutos y hasta 1 hora,Más de 30 minutos y hasta 1 hora,Siempre,Nunca,Algunas veces,Nunca,Casi nunca,Nunca,Con frecuencia,Casi nunca,Casi nunca,Mucho,Mucho,Bastante,Bastante,Mucho,Mucho,Mucho,Bastante,Bastante,Poco,Bastante,Mucho,Bastante,Poco,Poco,Bastante,Bastante,Bastante,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Selected,Sí,Selected,Not Selected,Not Selected,Selected,Not Selected,Not Selected,Not Selected,Not Selected,Not Selected,Poco,Bastante,Poco,Bastante,Poco,Poco,Nada,Bastante,,,,,,,,,,,,,,No,No,No,No,No,No,Sí,Sí,Sí,Sí,Sí,No,No,Sí,Sí,No,No,No,No,Sí,Sí,Sí,No,Sí,Sí,Sí,Sí,Sí,No,No,No,Si,Si,Si,No,Si,Si,No,No,Si,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,"Leer libros de divulgación, más accesibles, dirigidos a todo el público",Sí,Los versos sueltos del Edén,Paloma Rivas,No suelo regalar libros,,,Elena Ferrante,"No, ya dedico el tiempo que quiero a leer",No pertenezco a ningún grupo o club de lectura y tampoco me gustaría,Generacion X,Hombre [Generacion X],Más de 10.000,Media baja / Baja,Trabaja,"Segundo grado, segundo ciclo",1.4541483220512952
